Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) 4,Coverage (%) 5,Coverage (%) 6,Coverage (%) 7,Coverage (%) 8,Coverage (%) 9,Coverage (%) 11,Coverage (%) 12,Coverage (%) 16,Coverage (%) 17,Coverage (%) 18,Coverage (%) 19,Coverage (%) 21,Coverage (%) 22,Coverage (%) 23,Area 4,Area 5,Area 6,Area 7,Area 8,Area 9,Area 11,Area 12,Area 16,Area 17,Area 18,Area 19,Area 21,Area 22,Area 23,#Peptides,#Unique,#Spec 4,#Spec 5,#Spec 6,#Spec 7,#Spec 8,#Spec 9,#Spec 11,#Spec 12,#Spec 16,#Spec 17,#Spec 18,#Spec 19,#Spec 21,#Spec 22,#Spec 23,PTM,Avg. Mass,Description
1282,685,O14980|XPO1_HUMAN,227.05,9,0,0,9,1,0,0,0,0,0,2,1,0,0,0,2,,,1.3263E4,1.0986E3,,,,,,1.2065E3,3.9319E2,,,,3.8632E3,7,7,0,0,22,4,0,0,0,0,0,2,1,0,0,0,5,Carbamidomethylation,123386,Exportin-1 OS=Homo sapiens OX=9606 GN=XPO1 PE=1 SV=1
728,1301,P04080|CYTB_HUMAN,227.05,80,34,34,46,34,34,34,80,46,34,34,46,21,21,21,34,8.9945E3,7.5461E3,2.7809E4,5.9107E3,2.8734E3,3.8531E3,8.1323E4,7.1345E3,4.6443E3,1.1209E4,1.1784E4,1.6863E3,1.8236E3,2.2279E2,1.3095E4,5,5,11,10,16,8,13,9,28,14,11,11,14,2,12,1,12,Carbamidomethylation; Acetylation (Protein N-term),11140,Cystatin-B OS=Homo sapiens OX=9606 GN=CSTB PE=1 SV=2
1145,501,O00410|IPO5_HUMAN,227.02,9,0,2,5,0,0,2,0,0,0,7,4,0,0,0,0,,9.6544E1,1.2378E3,,,3.0607E1,,,,2.2786E3,2.8797E3,,,,,7,7,0,3,7,0,0,2,0,0,0,25,19,0,0,0,0,Acetylation (Protein N-term),123630,Importin-5 OS=Homo sapiens OX=9606 GN=IPO5 PE=1 SV=4
1082,594,Q9Y3Z3|SAMH1_HUMAN,226.93,14,0,10,2,7,0,0,0,0,0,5,2,5,2,5,5,,1.2579E4,2.5903E3,5.7473E3,,,,,,3.5695E3,3.8377E2,6.2193E2,2.6414E2,2.2888E3,8.1368E3,7,7,0,22,5,18,0,0,0,0,0,4,1,5,1,3,10,Carbamidomethylation,72201,Deoxynucleoside triphosphate triphosphohydrolase SAMHD1 OS=Homo sapiens OX=9606 GN=SAMHD1 PE=1 SV=2
504,1270,P21926|CD9_HUMAN,226.12,25,15,15,21,21,15,10,25,4,21,21,15,25,21,4,21,2.9777E4,1.9636E4,8.2025E4,8.4214E4,1.0057E4,9.6821E3,6.8429E4,4.2623E3,7.2179E4,8.978E4,2.6405E4,8.2656E4,4.2236E4,3.782E3,6.0468E4,4,4,24,19,28,33,12,4,29,4,29,30,22,36,23,7,27,Carbamidomethylation; Deamidation (NQ),25416,CD9 antigen OS=Homo sapiens OX=9606 GN=CD9 PE=1 SV=4
783,968,P61163|ACTZ_HUMAN,225.72,28,5,17,20,8,5,9,5,9,0,20,17,5,0,0,9,,4.3006E2,8.6577E3,,,9.436E2,,1.1138E3,,3.7017E3,6.8917E3,,,,4.3765E3,5,2,5,11,28,12,1,9,4,10,0,27,14,7,0,0,17,Carbamidomethylation,42614,Alpha-centractin OS=Homo sapiens OX=9606 GN=ACTR1A PE=1 SV=1
959,752,P30740|ILEU_HUMAN,225.69,21,7,0,9,10,0,3,0,3,0,15,12,3,3,0,6,2.2705E3,,2.3812E3,8.856E3,,,,,,8.912E3,9.5246E3,,4.6577E2,,3.7378E2,7,6,7,0,15,14,0,2,0,1,0,20,26,4,1,0,4,,42742,Leukocyte elastase inhibitor OS=Homo sapiens OX=9606 GN=SERPINB1 PE=1 SV=1
1210,504,P53396|ACLY_HUMAN,225.64,11,0,3,7,1,0,0,1,2,0,4,0,5,0,0,8,,1.3979E3,4.9523E3,2.3164E3,,,3.9343E2,1.2154E2,,1.2303E3,,1.0887E3,,,6.775E3,8,8,0,4,13,5,0,0,1,1,0,3,0,3,0,0,13,Carbamidomethylation; Deamidation (NQ),120839,ATP-citrate synthase OS=Homo sapiens OX=9606 GN=ACLY PE=1 SV=3
1017,1021,P67775|PP2AA_HUMAN,224.88,29,5,0,29,12,0,0,5,0,0,13,4,0,0,0,9,1.6611E3,,1.1048E4,3.0461E3,,,3.7193E2,,,4.8714E3,2.5825E3,,,,1.3923E3,5,5,9,0,35,9,0,0,1,0,0,18,6,0,0,0,3,Carbamidomethylation; Deamidation (NQ),35594,Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform OS=Homo sapiens OX=9606 GN=PPP2CA PE=1 SV=1
1269,1099,P42765|THIM_HUMAN,224.71,18,0,16,0,0,0,0,0,0,0,0,0,0,0,0,10,,1.0559E4,,,,,,,,,,,,,3.5244E3,6,6,0,23,0,0,0,0,0,0,0,0,0,0,0,0,12,Deamidation (NQ),41924,3-ketoacyl-CoA thiolase  mitochondrial OS=Homo sapiens OX=9606 GN=ACAA2 PE=1 SV=2
1139,1191,P40261|NNMT_HUMAN,224.68,30,24,0,29,0,0,0,0,0,0,23,11,0,0,0,11,8.6552E3,,1.635E4,,,,,,,8.0503E3,7.3044E2,,,,2.2136E3,6,6,17,0,20,0,0,0,0,0,0,11,2,0,0,0,8,Carbamidomethylation; Deamidation (NQ),29574,Nicotinamide N-methyltransferase OS=Homo sapiens OX=9606 GN=NNMT PE=1 SV=1
899,485,Q14254|FLOT2_HUMAN,224.67,17,0,3,3,6,5,0,17,3,0,0,0,3,14,0,9,,1.6611E3,2.8224E2,8.0672E3,3.1819E3,,2.9693E4,5.8351E2,,,,1.4065E3,2.9706E4,,4.8423E3,6,6,0,6,1,15,3,0,26,3,0,0,0,3,39,0,12,Deamidation (NQ),47064,Flotillin-2 OS=Homo sapiens OX=9606 GN=FLOT2 PE=1 SV=2
999,543,P48643|TCPE_HUMAN,224.43,16,0,5,14,5,0,0,0,5,0,12,10,5,0,0,2,,4.0369E3,8.886E3,2.2633E3,,,,2.7934E3,,9.3157E3,4.9544E3,1.0023E3,,,1.1305E3,6,5,0,13,17,10,0,0,0,9,0,21,8,2,0,0,3,Carbamidomethylation; Deamidation (NQ),59671,T-complex protein 1 subunit epsilon OS=Homo sapiens OX=9606 GN=CCT5 PE=1 SV=1
1009,693,Q15631|TSN_HUMAN,224.22,46,0,0,40,9,0,0,0,0,0,25,31,9,0,0,14,,,1.7612E4,6.1501E2,,,,,,1.1985E4,1.0159E4,2.6251E2,,,7.4342E3,8,8,0,0,18,1,0,0,0,0,0,15,35,1,0,0,12,Carbamidomethylation; Acetylation (Protein N-term),26183,Translin OS=Homo sapiens OX=9606 GN=TSN PE=1 SV=1
1001,1125,P11166|GTR1_HUMAN,224.14,13,0,0,0,2,2,2,13,8,0,0,0,2,13,0,0,,,,1.6456E3,7.1592E2,1.9201E3,2.0654E4,2.8834E3,,,,3.5946E2,2.9952E4,,,4,4,0,0,0,3,1,3,42,9,0,0,0,1,24,0,0,Oxidation (M),54084,Solute carrier family 2  facilitated glucose transporter member 1 OS=Homo sapiens OX=9606 GN=SLC2A1 PE=1 SV=2
1012,659,P07359|GP1BA_HUMAN,223.92,18,0,2,0,2,2,2,8,2,0,0,0,18,10,0,0,,7.6148E2,,3.5825E3,2.3679E3,2.4269E2,4.2242E3,8.194E2,,,,2.535E4,9.1743E3,,,8,8,0,2,0,7,12,1,8,3,0,0,0,23,26,0,0,Carbamidomethylation; Deamidation (NQ),71540,Platelet glycoprotein Ib alpha chain OS=Homo sapiens OX=9606 GN=GP1BA PE=1 SV=2
857,1113,Q9UGM5|FETUB_HUMAN,223.80,19,14,5,14,8,8,0,8,0,19,14,0,0,8,0,14,9.7434E3,9.5828E2,7.7411E3,5.0818E3,6.2819E2,,4.108E3,,1.0345E4,8.5789E3,,,1.5487E2,,2.1785E3,4,4,12,5,14,15,2,0,19,0,22,16,0,0,2,0,13,Carbamidomethylation,42055,Fetuin-B OS=Homo sapiens OX=9606 GN=FETUB PE=1 SV=2
650,890,P51148|RAB5C_HUMAN,223.31,32,6,27,27,27,20,27,12,27,9,20,27,27,12,6,17,4.6635E3,9.2276E3,8.4143E3,9.2097E3,1.3843E3,3.9981E3,4.3139E3,2.7586E3,3.4627E2,3.6569E3,8.8925E3,6.4365E3,1.1853E3,3.2106E2,8.0136E3,5,4,9,30,13,23,6,19,13,27,1,10,31,14,4,1,10,Oxidation (M); Deamidation (NQ),23483,Ras-related protein Rab-5C OS=Homo sapiens OX=9606 GN=RAB5C PE=1 SV=2
678,869,P55103|INHBC_HUMAN,223.23,23,0,17,0,5,17,12,10,12,0,0,0,7,15,18,5,,2.8972E4,,5.9551E3,2.917E4,2.2606E4,8.819E3,9.6073E3,,,,1.1758E4,1.0959E4,4.4958E4,5.2444E3,6,6,0,32,0,9,35,28,16,17,0,0,0,13,23,18,9,Carbamidomethylation; Deamidation (NQ),38238,Inhibin beta C chain OS=Homo sapiens OX=9606 GN=INHBC PE=2 SV=1
1118,1094,P20160|CAP7_HUMAN,223.11,37,0,37,0,0,4,0,0,0,0,0,0,14,26,0,4,,6.2854E4,,,4.3633E2,,,,,,,4.8018E3,1.1236E4,,3.6699E2,5,5,0,31,0,0,2,0,0,0,0,0,0,9,18,0,1,Carbamidomethylation; Deamidation (NQ),26886,Azurocidin OS=Homo sapiens OX=9606 GN=AZU1 PE=1 SV=3
541,1009,P15531|NDKA_HUMAN,223.08,43,0,32,43,32,0,25,8,32,0,25,32,14,14,0,43,,2.7312E3,4.3865E3,2.4015E3,,,,5.23E2,,,2.81E3,,1.4653E3,,6.0148E3,5,2,0,33,46,26,0,15,5,25,0,24,47,10,7,0,50,Oxidation (M); Deamidation (NQ),17149,Nucleoside diphosphate kinase A OS=Homo sapiens OX=9606 GN=NME1 PE=1 SV=1
683,1224,P01034|CYTC_HUMAN,222.92,62,62,14,25,33,33,8,25,12,33,25,33,33,33,12,12,3.1293E4,3.4613E2,1.0031E4,1.0436E4,8.8314E3,5.9346E2,3.6507E3,2.7927E3,1.8165E4,1.1531E4,1.2503E4,4.5319E3,1.038E4,2.8446E3,1.5083E3,7,7,45,3,8,12,19,1,8,7,20,8,25,9,19,7,6,Carbamidomethylation; Oxidation (M); Deamidation (NQ),15799,Cystatin-C OS=Homo sapiens OX=9606 GN=CST3 PE=1 SV=1
414,1950,P59665|DEF1_HUMAN,222.50,62,53,53,20,62,62,53,53,53,43,44,53,62,62,53,53,1.3106E5,1.0364E6,6.449E4,1.1796E6,2.8793E5,1.3247E5,2.8581E5,5.632E4,1.1421E4,2.3258E4,1.2635E5,4.6953E5,9.8938E5,6.859E4,3.9491E5,6,6,27,49,18,58,41,25,23,17,10,12,21,49,62,20,33,Carbamidomethylation; Deamidation (NQ),10201,Neutrophil defensin 1 OS=Homo sapiens OX=9606 GN=DEFA1 PE=1 SV=1
569,1027,P10451|OSTP_HUMAN,222.46,20,10,0,10,10,10,5,18,10,13,0,10,10,10,0,20,6.9901E3,,2.11E3,7.0714E3,1.9266E4,8.0773E3,6.0052E4,9.5491E3,1.0051E4,,8.7903E3,1.1832E4,2.0924E4,,1.7628E4,5,5,14,0,6,17,14,15,77,14,22,0,8,8,39,0,35,Deamidation (NQ),35423,Osteopontin OS=Homo sapiens OX=9606 GN=SPP1 PE=1 SV=1
676,936,P16083|NQO2_HUMAN,222.27,38,38,0,38,8,0,0,5,0,34,34,25,8,0,0,12,2.356E4,,1.8143E4,1.9806E3,,,2.5399E2,,1.9383E4,9.2045E3,7.7596E3,1.6701E3,,,6.166E2,6,6,53,0,32,1,0,0,1,0,47,41,23,2,0,0,2,Carbamidomethylation; Deamidation (NQ),25919,Ribosyldihydronicotinamide dehydrogenase [quinone] OS=Homo sapiens OX=9606 GN=NQO2 PE=1 SV=5
1295,618,O94925|GLSK_HUMAN,221.06,19,0,0,16,0,0,0,0,0,0,0,0,0,0,0,6,,,3.5488E3,,,,,,,,,,,,2.2054E3,6,6,0,0,22,0,0,0,0,0,0,0,0,0,0,0,10,Carbamidomethylation; Deamidation (NQ),73461,Glutaminase kidney isoform  mitochondrial OS=Homo sapiens OX=9606 GN=GLS PE=1 SV=1
919,692,Q96KN2|CNDP1_HUMAN,220.98,18,15,0,18,1,0,0,0,0,0,3,0,0,0,16,0,4.9411E3,,8.1378E3,3.606E2,,,,,,3.4342E1,,,,4.2985E3,,6,6,38,0,43,1,0,0,0,0,0,1,0,0,0,20,0,,56706,Beta-Ala-His dipeptidase OS=Homo sapiens OX=9606 GN=CNDP1 PE=1 SV=4
979,691,P14317|HCLS1_HUMAN,220.93,17,0,5,0,9,0,2,11,0,0,0,4,11,9,0,10,,1.6991E3,,5.0569E3,,6.1924E2,7.0032E3,,,,1.7814E3,4.5354E3,6.4523E3,,7.7174E3,7,7,0,10,0,13,0,5,18,0,0,0,6,10,15,0,12,,54014,Hematopoietic lineage cell-specific protein OS=Homo sapiens OX=9606 GN=HCLS1 PE=1 SV=3
741,1045,P15153|RAC2_HUMAN,220.41,28,6,19,11,18,18,18,18,7,0,6,6,19,23,16,18,,1.3293E4,,5.3636E3,3.3104E3,3.4091E3,2.0497E3,1.3594E3,,,,3.2662E3,3.7088E3,4.087E3,7.0533E3,6,4,4,22,8,20,17,16,14,2,0,3,3,12,20,11,14,Carbamidomethylation,21429,Ras-related C3 botulinum toxin substrate 2 OS=Homo sapiens OX=9606 GN=RAC2 PE=1 SV=1
1060,1546,O75594|PGRP1_HUMAN,220.27,37,0,37,0,8,0,0,8,0,0,0,0,18,37,0,0,,1.6693E4,,1.3062E3,,,2.6999E3,,,,,2.4021E3,3.0433E4,,,4,4,0,20,0,3,0,0,8,0,0,0,0,6,37,0,0,Carbamidomethylation,21731,Peptidoglycan recognition protein 1 OS=Homo sapiens OX=9606 GN=PGLYRP1 PE=1 SV=1
1234,919,Q9HBI1|PARVB_HUMAN,220.25,21,0,0,2,0,2,2,6,2,0,0,2,21,4,0,0,,,,,,,5.926E2,,,,,1.0688E4,2.5282E2,,,6,5,0,0,1,0,3,2,2,2,0,0,7,22,1,0,0,,41714,Beta-parvin OS=Homo sapiens OX=9606 GN=PARVB PE=1 SV=1
1054,587,P80303|NUCB2_HUMAN,220.15,22,0,0,11,0,0,0,0,0,0,9,18,0,0,0,9,,,4.2679E3,,,,,,,3.7153E3,1.1121E4,,,,5.7488E3,7,6,0,0,19,0,0,0,0,0,0,15,28,0,0,0,12,,50223,Nucleobindin-2 OS=Homo sapiens OX=9606 GN=NUCB2 PE=1 SV=3
984,527,P09619|PGFRB_HUMAN,219.97,7,7,0,7,0,0,0,0,0,2,3,3,0,0,0,2,8.9324E3,,1.5977E4,,,,,,1.1728E3,6.657E3,2.7194E3,,,,1.6603E3,5,5,18,0,33,0,0,0,0,0,7,10,13,0,0,0,6,Deamidation (NQ),123968,Platelet-derived growth factor receptor beta OS=Homo sapiens OX=9606 GN=PDGFRB PE=1 SV=1
1353,789,O94973|AP2A2_HUMAN,219.95,8,1,3,1,0,0,2,0,0,0,0,2,2,0,0,1,1.6809E2,2.8387E3,1.4796E2,,,7.7826E2,,,,,3.9229E2,1.2899E2,,,2.3821E2,5,5,3,12,2,0,0,6,0,0,0,0,1,1,0,0,1,,103960,AP-2 complex subunit alpha-2 OS=Homo sapiens OX=9606 GN=AP2A2 PE=1 SV=2
1069,641,Q9Y2S2|CRYL1_HUMAN,219.48,30,26,0,22,3,0,0,0,0,0,12,3,6,0,0,12,1.0856E4,,1.0448E4,8.4235E2,,,,,,4.1737E3,1.04E3,4.2507E2,,,3.7001E3,6,6,22,0,15,3,0,0,0,0,0,12,3,7,0,0,10,Carbamidomethylation; Acetylation (Protein N-term); Deamidation (NQ),35419,Lambda-crystallin homolog OS=Homo sapiens OX=9606 GN=CRYL1 PE=1 SV=3
633,1583,P04216|THY1_HUMAN,219.48,25,25,0,16,16,0,16,0,10,25,16,16,0,0,0,16,8.1299E4,,6.5032E4,1.2596E4,,3.3532E4,,9.8876E3,9.5338E4,2.7434E4,2.6277E4,,,,2.9211E4,4,4,30,0,30,10,0,27,0,11,43,22,21,0,0,0,27,Carbamidomethylation,17935,Thy-1 membrane glycoprotein OS=Homo sapiens OX=9606 GN=THY1 PE=1 SV=2
1000,557,Q92626|PXDN_HUMAN,219.47,6,0,1,0,0,4,2,1,2,0,1,0,0,0,2,0,,4.7838E2,,,5.3635E3,2.8342E3,1.7368E3,3.4654E3,,3.6748E2,,,,3.3774E3,,6,6,0,1,0,0,27,9,9,22,0,2,0,0,0,13,0,Carbamidomethylation; Oxidation (M),165274,Peroxidasin homolog OS=Homo sapiens OX=9606 GN=PXDN PE=1 SV=2
818,1299,P31151|S10A7_HUMAN,219.25,55,31,43,43,23,55,31,11,11,43,20,23,23,23,11,43,0,4.823E3,6.0679E2,7.2332E3,2.5843E4,2.2604E3,1.4822E3,2.7592E2,4.4343E2,1.8676E2,3.9778E3,1.3752E3,8.9849E2,1.3903E3,1.4076E3,5,5,3,16,8,9,24,15,3,1,4,5,9,7,8,10,10,Carbamidomethylation,11471,Protein S100-A7 OS=Homo sapiens OX=9606 GN=S100A7 PE=1 SV=4
430,993,A0A0A0MS15|HV349_HUMAN,218.97,61,40,35,45,61,50,31,34,24,45,61,34,61,40,24,37,1.3662E3,2.0078E4,1.0593E4,6.1934E4,1.2541E4,6.4856E3,1.2139E4,2.6147E4,1.4889E4,2.5412E4,2.4901E4,3.1197E4,1.6395E4,7.9377E3,8.0521E3,6,4,16,25,29,53,28,16,28,30,43,45,35,25,25,31,8,Carbamidomethylation; Oxidation (M),13056,Immunoglobulin heavy variable 3-49 OS=Homo sapiens OX=9606 GN=IGHV3-49 PE=3 SV=1
636,1071,P13747|HLAE_HUMAN,218.94,16,8,15,12,8,8,12,12,8,4,12,8,12,12,12,16,,4.6097E2,,,,,,,,,,,,,7.6355E3,5,2,7,20,18,11,16,19,16,6,10,17,12,12,16,8,31,,40058,HLA class I histocompatibility antigen  alpha chain E OS=Homo sapiens OX=9606 GN=HLA-E PE=1 SV=4
890,944,P42025|ACTY_HUMAN,218.69,28,5,5,28,8,5,5,5,5,0,24,17,5,0,0,5,,,5.2663E2,,,,,,,0,4.1455E2,,,,,5,2,5,9,29,12,1,7,4,6,0,15,11,7,0,0,4,Carbamidomethylation; Deamidation (NQ),42293,Beta-centractin OS=Homo sapiens OX=9606 GN=ACTR1B PE=1 SV=1
1022,687,Q14914|PTGR1_HUMAN,218.28,35,22,0,35,0,0,0,0,0,0,24,11,0,0,0,0,4.4527E3,,1.362E4,,,,,,,8.4355E3,7.3349E2,,,,,7,7,19,0,34,0,0,0,0,0,0,24,3,0,0,0,0,Carbamidomethylation; Deamidation (NQ),35870,Prostaglandin reductase 1 OS=Homo sapiens OX=9606 GN=PTGR1 PE=1 SV=2
743,824,P04440|DPB1_HUMAN,218.15,29,0,22,5,12,0,9,29,3,5,0,5,26,9,9,18,,1.3449E4,4.3933E3,4.6893E3,,2.9403E3,1.4566E4,,1.1694E3,,1.3132E3,9.4259E3,1.0551E3,5.4E2,3.0917E4,6,5,0,28,6,14,0,5,38,4,2,0,5,23,6,10,24,Carbamidomethylation; Deamidation (NQ),29159,HLA class II histocompatibility antigen  DP beta 1 chain OS=Homo sapiens OX=9606 GN=HLA-DPB1 PE=1 SV=1
1089,987,P31997|CEAM8_HUMAN,218.13,20,0,7,0,7,3,0,5,0,0,0,0,0,17,0,5,,4.5929E2,,0,,,7.1351E1,,,,,,1.4424E4,,7.4688E1,5,4,0,10,0,2,1,0,5,0,0,0,0,0,49,0,1,Carbamidomethylation; Deamidation (NQ),38154,Carcinoembryonic antigen-related cell adhesion molecule 8 OS=Homo sapiens OX=9606 GN=CEACAM8 PE=1 SV=2
722,593,Q9UNW1|MINP1_HUMAN,217.95,21,11,0,14,2,2,2,2,2,16,12,2,2,2,0,5,3.7745E3,,6.1683E3,2.3016E3,1.4237E3,3.37E3,1.8666E3,5.4184E3,1.3005E4,6.9448E3,5.0901E3,3.4068E2,1.8399E3,,1.4095E3,8,8,24,0,15,12,10,3,17,5,42,22,3,1,14,0,5,Carbamidomethylation; Acetylation (Protein N-term); Deamidation (NQ),55051,Multiple inositol polyphosphate phosphatase 1 OS=Homo sapiens OX=9606 GN=MINPP1 PE=1 SV=1
893,827,P09486|SPRC_HUMAN,217.69,35,4,0,18,18,0,5,0,5,0,18,31,4,0,0,0,1.893E2,,2.0663E4,7.3986E3,,1.2132E3,,2.4352E3,,1.9627E4,3.4785E4,4.9933E2,,,,7,7,1,0,25,16,0,7,0,4,0,28,28,1,0,0,0,Carbamidomethylation,34632,SPARC OS=Homo sapiens OX=9606 GN=SPARC PE=1 SV=1
981,1032,P52943|CRIP2_HUMAN,217.51,53,53,0,41,0,0,0,0,0,9,30,17,0,0,0,13,4.5E4,,1.4583E4,,,,,,1.6442E2,3.7612E3,6.6614E3,,,,1.2731E3,6,6,33,0,17,0,0,0,0,0,1,10,25,0,0,0,2,Carbamidomethylation; Deamidation (NQ),22493,Cysteine-rich protein 2 OS=Homo sapiens OX=9606 GN=CRIP2 PE=1 SV=1
975,706,Q9NVD7|PARVA_HUMAN,217.38,24,0,0,24,0,2,11,2,2,0,18,15,2,0,0,8,,,1.2431E4,,,1.2124E3,,,,6.3153E3,4.4344E3,,,,6.5039E2,6,5,0,0,36,0,3,7,1,2,0,14,22,3,0,0,2,Deamidation (NQ),42244,Alpha-parvin OS=Homo sapiens OX=9606 GN=PARVA PE=1 SV=1
635,1472,P23083|HV102_HUMAN,217.19,43,19,17,17,24,32,17,9,22,11,32,33,35,9,24,24,4.313E3,1.8144E3,8.2706E3,1.4641E4,4.551E3,3.079E3,,3.9063E3,6.2925E2,3.0977E4,8.4924E4,1.5163E4,,3.8999E3,1.4968E4,5,4,12,10,12,17,14,7,6,18,15,26,25,23,3,14,17,Carbamidomethylation; Oxidation (M),13085,Immunoglobulin heavy variable 1-2 OS=Homo sapiens OX=9606 GN=IGHV1-2 PE=1 SV=2
1077,718,Q6FHJ7|SFRP4_HUMAN,217.09,25,10,0,7,0,0,3,0,0,25,10,3,0,0,0,7,3.1032E3,,7.0906E3,,,5.4839E2,,,2.7268E4,9.054E3,4.7952E3,,,,7.1274E3,6,6,7,0,7,0,0,1,0,0,39,8,3,0,0,0,6,Carbamidomethylation; Oxidation (M),39827,Secreted frizzled-related protein 4 OS=Homo sapiens OX=9606 GN=SFRP4 PE=1 SV=2
965,1074,Q9Y2Q3|GSTK1_HUMAN,217.02,28,0,18,11,18,5,0,0,6,0,11,6,11,6,5,28,,1.0936E4,6.7186E3,4.1717E3,2.7135E2,,,3.7431E2,,4.6197E2,8.2214E2,1.1471E3,8.3338E1,4.2953E2,1.1662E4,5,5,0,19,16,13,1,0,0,1,0,3,5,6,1,2,25,Carbamidomethylation,25497,Glutathione S-transferase kappa 1 OS=Homo sapiens OX=9606 GN=GSTK1 PE=1 SV=3
624,1208,P20851|C4BPB_HUMAN,216.96,23,17,23,10,23,16,5,16,0,23,17,5,10,23,5,5,6.1676E3,2.6271E4,1.2986E3,1.6795E4,7.9083E3,1.325E2,8.9971E3,,5.8287E3,7.9486E3,2.3654E2,4.0001E3,1.4288E4,9.9939E2,5.1008E3,4,4,19,34,8,28,23,3,18,0,19,16,7,11,25,9,7,Carbamidomethylation,28357,C4b-binding protein beta chain OS=Homo sapiens OX=9606 GN=C4BPB PE=1 SV=1
1063,701,P43490|NAMPT_HUMAN,216.85,22,0,10,12,0,0,0,0,0,0,20,0,0,0,0,15,,3.1282E3,6.3201E3,,,,,,,7.5909E3,,,,,1.3961E3,6,6,0,9,12,0,0,0,0,0,0,45,0,0,0,0,7,Deamidation (NQ),55521,Nicotinamide phosphoribosyltransferase OS=Homo sapiens OX=9606 GN=NAMPT PE=1 SV=1
1055,548,Q9UHL4|DPP2_HUMAN,216.48,18,9,0,11,0,0,0,4,0,6,6,5,0,0,0,13,3.7499E3,,3.9944E3,,,,2.4547E3,,5.1258E2,2.1488E3,9.6587E2,,,,1.5838E4,7,7,12,0,12,0,0,0,5,0,5,9,3,0,0,0,28,Deamidation (NQ),54342,Dipeptidyl peptidase 2 OS=Homo sapiens OX=9606 GN=DPP7 PE=1 SV=3
1034,446,Q8IVF2|AHNK2_HUMAN,216.20,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2.048E4,,4.2552E4,,,,4.6961E2,,7.3616E2,1.787E4,,,1.4402E3,,2.6776E3,9,9,20,0,41,0,0,0,1,0,2,9,0,0,1,0,3,Deamidation (NQ),616641,Protein AHNAK2 OS=Homo sapiens OX=9606 GN=AHNAK2 PE=1 SV=2
611,11243,P13987|CD59_HUMAN,216.03,22,22,20,22,20,20,9,20,0,22,20,20,20,20,0,20,8.3184E4,3.6426E3,4.2561E4,7.1907E3,1.582E3,2.7413E2,1.4757E4,,7.9321E4,2.9243E4,5.6659E3,2.3025E3,1.159E4,,2.6339E4,5,5,39,19,18,12,10,2,20,0,36,16,17,17,14,0,16,Carbamidomethylation; Deamidation (NQ),14177,CD59 glycoprotein OS=Homo sapiens OX=9606 GN=CD59 PE=1 SV=1
467,1081,P10599|THIO_HUMAN,215.93,66,57,57,66,28,19,22,39,22,39,66,39,66,57,0,57,4.7007E4,1.487E4,9.7954E4,2.3956E4,5.7715E3,1.311E2,3.1564E4,1.9189E3,1.662E4,5.6475E4,2.6193E4,1.3407E4,2.4292E4,,4.0397E4,5,5,38,25,48,16,12,2,28,4,37,49,29,24,22,0,52,Carbamidomethylation; Oxidation (M); Deamidation (NQ),11737,Thioredoxin OS=Homo sapiens OX=9606 GN=TXN PE=1 SV=3
767,1059,P04278|SHBG_HUMAN,215.73,17,14,9,9,17,17,3,6,9,14,9,3,3,6,3,9,7.8901E3,3.5059E3,4.809E3,1.2878E4,1.8104E4,3.7631E3,1.1501E4,1.4825E4,1.0204E4,3.576E3,4.9694E3,2.1742E3,1.2231E4,5.9964E3,8.1558E3,5,5,15,7,15,12,23,7,8,14,12,7,6,4,9,5,10,Carbamidomethylation; Deamidation (NQ),43779,Sex hormone-binding globulin OS=Homo sapiens OX=9606 GN=SHBG PE=1 SV=2
1021,860,Q9NRV9|HEBP1_HUMAN,215.53,44,16,17,30,8,0,0,19,17,8,13,28,0,9,0,8,3.4611E3,8.8073E2,7.6837E3,1.7454E2,,,2.4643E3,6.1316E2,1.8719E2,2.5835E3,6.189E3,,1.837E2,,2.9223E3,6,6,9,5,12,1,0,0,10,2,1,6,26,0,1,0,7,,21097,Heme-binding protein 1 OS=Homo sapiens OX=9606 GN=HEBP1 PE=1 SV=1
773,1411,P49913|CAMP_HUMAN,215.45,31,0,25,0,14,14,12,14,6,0,0,0,14,25,6,14,,2.8611E4,,7.7399E3,5.0714E3,2.3488E3,8.5191E3,1.0261E3,,,,3.7224E3,1.4085E4,1.5971E3,4.0536E3,5,5,0,31,0,22,14,11,20,3,0,0,0,11,23,3,13,Carbamidomethylation; Oxidation (M); Deamidation (NQ),19301,Cathelicidin antimicrobial peptide OS=Homo sapiens OX=9606 GN=CAMP PE=1 SV=1
823,545,P41218|MNDA_HUMAN,215.17,23,0,18,0,16,7,3,2,0,0,0,0,7,14,8,5,,5.2337E4,,2.175E4,3.6781E3,8.8674E2,5.3953E2,,,,,3.0152E3,6.7758E3,1.1602E3,1.9446E3,9,9,0,19,0,34,23,6,6,0,0,0,0,6,20,8,8,Carbamidomethylation; Deamidation (NQ),45836,Myeloid cell nuclear differentiation antigen OS=Homo sapiens OX=9606 GN=MNDA PE=1 SV=1
